2025-09-06 17:33:50,697 - INFO - ✅ Arduino ready and optimized
2025-09-06 17:33:50,708 - INFO - 🚀 Optimized Robot Controller Initialized
2025-09-06 17:33:50,708 - INFO - 📐 Differential Drive Specifications:
2025-09-06 17:33:50,708 - INFO -    Wheel diameter: 5.0 cm
2025-09-06 17:33:50,709 - INFO -    Wheel base: 15.0 cm
2025-09-06 17:33:50,709 - INFO -    Left motor: 4993 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Right motor: 4966 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Left resolution: 0.031 mm/tick
2025-09-06 17:33:50,709 - INFO -    Right resolution: 0.032 mm/tick
2025-09-06 17:33:50,709 - INFO -    360° turn needs: L=14979 ticks, R=14898 ticks
2025-09-06 17:33:50,710 - INFO - 🔄 High-performance threads started
2025-09-06 17:33:54,028 - INFO - 🔄 Movement: L=11 ticks (0.3mm), R=8 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:34:59,835 - INFO - 🔄 Movement: L=46 ticks (1.4mm), R=44 ticks (1.4mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:34:59,841 - INFO - 🔄 Movement: L=24 ticks (0.8mm), R=24 ticks (0.8mm), Center=0.8mm, Turn=0.0°
2025-09-06 17:34:59,854 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=48 ticks (1.5mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:59,864 - INFO - 🔄 Movement: L=23 ticks (0.7mm), R=22 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:34:59,875 - INFO - 🔄 Movement: L=52 ticks (1.6mm), R=50 ticks (1.6mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:34:59,887 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=17 ticks (0.5mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:34:59,897 - INFO - 🔄 Movement: L=64 ticks (2.0mm), R=61 ticks (1.9mm), Center=2.0mm, Turn=-0.0°
2025-09-06 17:34:59,903 - INFO - 🔄 Movement: L=10 ticks (0.3mm), R=11 ticks (0.3mm), Center=0.3mm, Turn=0.0°
2025-09-06 17:34:59,921 - INFO - 🔄 Movement: L=62 ticks (2.0mm), R=58 ticks (1.8mm), Center=1.9mm, Turn=-0.0°
2025-09-06 17:34:59,938 - INFO - 🔄 Movement: L=67 ticks (2.1mm), R=64 ticks (2.0mm), Center=2.1mm, Turn=-0.0°
2025-09-06 17:34:59,961 - INFO - 🔄 Movement: L=68 ticks (2.1mm), R=63 ticks (2.0mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:34:59,985 - INFO - 🔄 Movement: L=75 ticks (2.4mm), R=72 ticks (2.3mm), Center=2.3mm, Turn=-0.0°
2025-09-06 17:35:00,003 - INFO - 🔄 Movement: L=62 ticks (2.0mm), R=58 ticks (1.8mm), Center=1.9mm, Turn=-0.0°
2025-09-06 17:35:00,013 - INFO - 🔄 Movement: L=15 ticks (0.5mm), R=15 ticks (0.5mm), Center=0.5mm, Turn=0.0°
2025-09-06 17:35:00,025 - INFO - 🔄 Movement: L=59 ticks (1.9mm), R=57 ticks (1.8mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:35:00,030 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:35:00,050 - INFO - 🔄 Movement: L=50 ticks (1.6mm), R=46 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:35:00,050 - INFO - 🔄 Movement: L=26 ticks (0.8mm), R=26 ticks (0.8mm), Center=0.8mm, Turn=0.0°
2025-09-06 17:35:00,065 - INFO - 🔄 Movement: L=48 ticks (1.5mm), R=46 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:35:00,072 - INFO - 🔄 Movement: L=25 ticks (0.8mm), R=23 ticks (0.7mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:35:00,083 - INFO - 🔄 Movement: L=47 ticks (1.5mm), R=45 ticks (1.4mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:35:00,097 - INFO - 🔄 Movement: L=26 ticks (0.8mm), R=26 ticks (0.8mm), Center=0.8mm, Turn=0.0°
2025-09-06 17:35:00,105 - INFO - 🔄 Movement: L=48 ticks (1.5mm), R=46 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:35:00,110 - INFO - 🔄 Movement: L=26 ticks (0.8mm), R=24 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:35:00,130 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=47 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:35:00,130 - INFO - 🔄 Movement: L=25 ticks (0.8mm), R=24 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:35:00,145 - INFO - 🔄 Movement: L=46 ticks (1.4mm), R=44 ticks (1.4mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:35:00,151 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=27 ticks (0.9mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:35:00,163 - INFO - 🔄 Movement: L=47 ticks (1.5mm), R=45 ticks (1.4mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:35:00,175 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=27 ticks (0.9mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:35:00,191 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=41 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:35:00,196 - INFO - 🔄 Movement: L=38 ticks (1.2mm), R=36 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:35:00,208 - INFO - 🔄 Movement: L=37 ticks (1.2mm), R=36 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:35:00,213 - INFO - 🔄 Movement: L=39 ticks (1.2mm), R=37 ticks (1.2mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:35:00,227 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=31 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:35:00,240 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=41 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:35:00,245 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=31 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:35:00,258 - INFO - 🔄 Movement: L=46 ticks (1.4mm), R=44 ticks (1.4mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:35:00,263 - INFO - 🔄 Movement: L=25 ticks (0.8mm), R=24 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:35:00,279 - INFO - 🔄 Movement: L=50 ticks (1.6mm), R=48 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:35:00,293 - INFO - 🔄 Movement: L=26 ticks (0.8mm), R=24 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:35:00,302 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=48 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:35:00,310 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=20 ticks (0.6mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:35:00,321 - INFO - 🔄 Movement: L=57 ticks (1.8mm), R=54 ticks (1.7mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:35:00,326 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=18 ticks (0.6mm), Center=0.6mm, Turn=0.0°
2025-09-06 17:35:00,341 - INFO - 🔄 Movement: L=58 ticks (1.8mm), R=56 ticks (1.8mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:35:00,348 - INFO - 🔄 Movement: L=14 ticks (0.4mm), R=12 ticks (0.4mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:35:00,359 - INFO - 🔄 Movement: L=59 ticks (1.9mm), R=57 ticks (1.8mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:35:00,373 - INFO - 🔄 Movement: L=16 ticks (0.5mm), R=15 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:35:00,386 - INFO - 🔄 Movement: L=57 ticks (1.8mm), R=55 ticks (1.7mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:35:00,387 - INFO - 🔄 Movement: L=15 ticks (0.5mm), R=14 ticks (0.4mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:35:00,405 - INFO - 🔄 Movement: L=74 ticks (2.3mm), R=71 ticks (2.2mm), Center=2.3mm, Turn=-0.0°
2025-09-06 17:35:00,434 - INFO - 🔄 Movement: L=69 ticks (2.2mm), R=67 ticks (2.1mm), Center=2.1mm, Turn=-0.0°
2025-09-06 17:35:00,451 - INFO - 🔄 Movement: L=68 ticks (2.1mm), R=64 ticks (2.0mm), Center=2.1mm, Turn=-0.0°
2025-09-06 17:35:00,451 - INFO - 🔄 Movement: L=17 ticks (0.5mm), R=16 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:35:00,470 - INFO - 🔄 Movement: L=59 ticks (1.9mm), R=56 ticks (1.8mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:35:00,470 - INFO - 🔄 Movement: L=15 ticks (0.5mm), R=14 ticks (0.4mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:35:00,488 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=54 ticks (1.7mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:35:00,497 - INFO - 🔄 Movement: L=20 ticks (0.6mm), R=20 ticks (0.6mm), Center=0.6mm, Turn=0.0°
2025-09-06 17:35:00,510 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=53 ticks (1.7mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:35:00,516 - INFO - 🔄 Movement: L=19 ticks (0.6mm), R=17 ticks (0.5mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:35:00,530 - INFO - 🔄 Movement: L=52 ticks (1.6mm), R=50 ticks (1.6mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:35:00,536 - INFO - 🔄 Movement: L=30 ticks (0.9mm), R=29 ticks (0.9mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:35:00,548 - INFO - 🔄 Movement: L=46 ticks (1.4mm), R=44 ticks (1.4mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:35:00,554 - INFO - 🔄 Movement: L=28 ticks (0.9mm), R=26 ticks (0.8mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:35:00,568 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=42 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:35:00,579 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=31 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:35:00,592 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=41 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:35:00,597 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=30 ticks (0.9mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:35:00,611 - INFO - 🔄 Movement: L=40 ticks (1.3mm), R=39 ticks (1.2mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:35:00,616 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=33 ticks (1.0mm), Center=1.0mm, Turn=0.0°
2025-09-06 17:35:00,629 - INFO - 🔄 Movement: L=42 ticks (1.3mm), R=38 ticks (1.2mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:35:00,634 - INFO - 🔄 Movement: L=33 ticks (1.0mm), R=31 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:35:00,648 - INFO - 🔄 Movement: L=39 ticks (1.2mm), R=38 ticks (1.2mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:35:00,661 - INFO - 🔄 Movement: L=35 ticks (1.1mm), R=34 ticks (1.1mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:35:00,666 - INFO - 🔄 Movement: L=40 ticks (1.3mm), R=38 ticks (1.2mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:35:00,680 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=40 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:35:00,685 - INFO - 🔄 Movement: L=29 ticks (0.9mm), R=29 ticks (0.9mm), Center=0.9mm, Turn=0.0°
2025-09-06 17:35:00,701 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=42 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:35:00,713 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=29 ticks (0.9mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:35:00,720 - INFO - 🔄 Movement: L=45 ticks (1.4mm), R=42 ticks (1.3mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:35:00,726 - INFO - 🔄 Movement: L=27 ticks (0.8mm), R=27 ticks (0.9mm), Center=0.9mm, Turn=0.0°
2025-09-06 17:35:00,746 - INFO - 🔄 Movement: L=63 ticks (2.0mm), R=60 ticks (1.9mm), Center=1.9mm, Turn=-0.0°
2025-09-06 17:35:00,753 - INFO - 🔄 Movement: L=12 ticks (0.4mm), R=12 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-06 17:35:00,764 - INFO - 🔄 Movement: L=61 ticks (1.9mm), R=58 ticks (1.8mm), Center=1.9mm, Turn=-0.0°
2025-09-06 17:35:00,778 - INFO - 🔄 Movement: L=15 ticks (0.5mm), R=14 ticks (0.4mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:35:00,789 - INFO - 🔄 Movement: L=60 ticks (1.9mm), R=57 ticks (1.8mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:35:00,790 - INFO - 🔄 Movement: L=12 ticks (0.4mm), R=11 ticks (0.3mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:35:00,809 - INFO - 🔄 Movement: L=75 ticks (2.4mm), R=73 ticks (2.3mm), Center=2.3mm, Turn=-0.0°
2025-09-06 17:35:00,826 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=61 ticks (1.9mm), Center=1.7mm, Turn=0.2°
2025-09-06 17:35:00,853 - INFO - 🔄 Movement: L=5 ticks (0.2mm), R=54 ticks (1.7mm), Center=0.9mm, Turn=0.6°
2025-09-06 17:35:00,869 - INFO - 🔄 Movement: L=-11 ticks (-0.3mm), R=43 ticks (1.4mm), Center=0.5mm, Turn=0.7°
2025-09-06 17:35:00,870 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-11, R=43 (diff=-54)
2025-09-06 17:35:00,875 - INFO - 🔄 Movement: L=-4 ticks (-0.1mm), R=11 ticks (0.3mm), Center=0.1mm, Turn=0.2°
2025-09-06 17:35:00,891 - INFO - 🔄 Movement: L=-22 ticks (-0.7mm), R=42 ticks (1.3mm), Center=0.3mm, Turn=0.8°
2025-09-06 17:35:00,891 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-22, R=42 (diff=-64)
2025-09-06 17:35:00,897 - INFO - 🔄 Movement: L=-6 ticks (-0.2mm), R=11 ticks (0.3mm), Center=0.1mm, Turn=0.2°
2025-09-06 17:35:00,907 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=38 ticks (1.2mm), Center=0.2mm, Turn=0.8°
2025-09-06 17:35:00,907 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=38 (diff=-65)
2025-09-06 17:35:00,918 - INFO - 🔄 Movement: L=-14 ticks (-0.4mm), R=19 ticks (0.6mm), Center=0.1mm, Turn=0.4°
2025-09-06 17:35:00,928 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=33 ticks (1.0mm), Center=0.1mm, Turn=0.7°
2025-09-06 17:35:00,929 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=33 (diff=-60)
2025-09-06 17:35:00,939 - INFO - 🔄 Movement: L=-17 ticks (-0.5mm), R=18 ticks (0.6mm), Center=0.0mm, Turn=0.4°
2025-09-06 17:35:00,950 - INFO - 🔄 Movement: L=-28 ticks (-0.9mm), R=31 ticks (1.0mm), Center=0.0mm, Turn=0.7°
2025-09-06 17:35:00,950 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=31 (diff=-59)
2025-09-06 17:35:00,960 - INFO - 🔄 Movement: L=-22 ticks (-0.7mm), R=22 ticks (0.7mm), Center=0.0mm, Turn=0.5°
2025-09-06 17:35:00,971 - INFO - 🔄 Movement: L=-29 ticks (-0.9mm), R=31 ticks (1.0mm), Center=0.0mm, Turn=0.7°
2025-09-06 17:35:00,971 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=31 (diff=-60)
2025-09-06 17:35:00,982 - INFO - 🔄 Movement: L=-23 ticks (-0.7mm), R=22 ticks (0.7mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:35:00,987 - INFO - 🔄 Movement: L=-29 ticks (-0.9mm), R=29 ticks (0.9mm), Center=0.0mm, Turn=0.7°
2025-09-06 17:35:00,987 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=29 (diff=-58)
2025-09-06 17:35:00,998 - INFO - 🔄 Movement: L=-25 ticks (-0.8mm), R=24 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:35:01,008 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=31 ticks (1.0mm), Center=0.0mm, Turn=0.7°
2025-09-06 17:35:01,009 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=31 (diff=-62)
2025-09-06 17:35:01,019 - INFO - 🔄 Movement: L=-25 ticks (-0.8mm), R=24 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:35:01,030 - INFO - 🔄 Movement: L=-29 ticks (-0.9mm), R=29 ticks (0.9mm), Center=0.0mm, Turn=0.7°
2025-09-06 17:35:01,031 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=29 (diff=-58)
2025-09-06 17:35:01,041 - INFO - 🔄 Movement: L=-28 ticks (-0.9mm), R=27 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:35:01,041 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=27 (diff=-55)
2025-09-06 17:35:01,052 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=29 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:35:01,052 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=29 (diff=-60)
2025-09-06 17:35:01,062 - INFO - 🔄 Movement: L=-28 ticks (-0.9mm), R=28 ticks (0.9mm), Center=0.0mm, Turn=0.7°
2025-09-06 17:35:01,062 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=28 (diff=-56)
2025-09-06 17:35:01,068 - INFO - 🔄 Movement: L=-28 ticks (-0.9mm), R=27 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:35:01,068 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=27 (diff=-55)
2025-09-06 17:35:01,083 - INFO - 🔄 Movement: L=-33 ticks (-1.0mm), R=32 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:35:01,084 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-33, R=32 (diff=-65)
2025-09-06 17:35:01,089 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=26 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:35:01,089 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=26 (diff=-53)
2025-09-06 17:35:01,105 - INFO - 🔄 Movement: L=-34 ticks (-1.1mm), R=33 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:35:01,105 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-34, R=33 (diff=-67)
2025-09-06 17:35:01,110 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=26 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:35:01,111 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=26 (diff=-53)
2025-09-06 17:35:01,126 - INFO - 🔄 Movement: L=-42 ticks (-1.3mm), R=41 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:35:01,127 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-42, R=41 (diff=-83)
2025-09-06 17:35:01,132 - INFO - 🔄 Movement: L=-15 ticks (-0.5mm), R=15 ticks (0.5mm), Center=0.0mm, Turn=0.4°
2025-09-06 17:35:01,148 - INFO - 🔄 Movement: L=-45 ticks (-1.4mm), R=42 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:35:01,148 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-45, R=42 (diff=-87)
2025-09-06 17:35:01,154 - INFO - 🔄 Movement: L=-17 ticks (-0.5mm), R=16 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:35:01,170 - INFO - 🔄 Movement: L=-45 ticks (-1.4mm), R=44 ticks (1.4mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:35:01,170 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-45, R=44 (diff=-89)
2025-09-06 17:35:01,175 - INFO - 🔄 Movement: L=-13 ticks (-0.4mm), R=12 ticks (0.4mm), Center=-0.0mm, Turn=0.3°
2025-09-06 17:35:01,192 - INFO - 🔄 Movement: L=-48 ticks (-1.5mm), R=47 ticks (1.5mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:35:01,192 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-48, R=47 (diff=-95)
2025-09-06 17:35:01,192 - INFO - 🔄 Movement: L=-14 ticks (-0.4mm), R=13 ticks (0.4mm), Center=-0.0mm, Turn=0.3°
2025-09-06 17:35:01,208 - INFO - 🔄 Movement: L=-48 ticks (-1.5mm), R=46 ticks (1.5mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:35:01,208 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-48, R=46 (diff=-94)
2025-09-06 17:35:01,213 - INFO - 🔄 Movement: L=-11 ticks (-0.3mm), R=11 ticks (0.3mm), Center=0.0mm, Turn=0.3°
2025-09-06 17:35:01,229 - INFO - 🔄 Movement: L=-51 ticks (-1.6mm), R=49 ticks (1.5mm), Center=-0.0mm, Turn=1.2°
2025-09-06 17:35:01,229 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-51, R=49 (diff=-100)
2025-09-06 17:35:01,234 - INFO - 🔄 Movement: L=-11 ticks (-0.3mm), R=10 ticks (0.3mm), Center=-0.0mm, Turn=0.3°
2025-09-06 17:35:01,250 - INFO - 🔄 Movement: L=-50 ticks (-1.6mm), R=48 ticks (1.5mm), Center=-0.0mm, Turn=1.2°
2025-09-06 17:35:01,250 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-50, R=48 (diff=-98)
2025-09-06 17:35:01,271 - INFO - 🔄 Movement: L=-53 ticks (-1.7mm), R=52 ticks (1.6mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:35:01,271 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-53, R=52 (diff=-105)
2025-09-06 17:35:01,290 - INFO - 🔄 Movement: L=-54 ticks (-1.7mm), R=52 ticks (1.6mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:35:01,290 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-54, R=52 (diff=-106)
2025-09-06 17:35:01,311 - INFO - 🔄 Movement: L=-57 ticks (-1.8mm), R=55 ticks (1.7mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:35:01,314 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-57, R=55 (diff=-112)
2025-09-06 17:35:01,339 - INFO - 🔄 Movement: L=-57 ticks (-1.8mm), R=55 ticks (1.7mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:35:01,339 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-57, R=55 (diff=-112)
2025-09-06 17:35:01,351 - INFO - 🔄 Movement: L=-58 ticks (-1.8mm), R=57 ticks (1.8mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:35:01,351 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-58, R=57 (diff=-115)
2025-09-06 17:35:01,371 - INFO - 🔄 Movement: L=-57 ticks (-1.8mm), R=56 ticks (1.8mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:35:01,372 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-57, R=56 (diff=-113)
2025-09-06 17:35:01,398 - INFO - 🔄 Movement: L=-60 ticks (-1.9mm), R=59 ticks (1.9mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:35:01,398 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-60, R=59 (diff=-119)
2025-09-06 17:35:01,416 - INFO - 🔄 Movement: L=-59 ticks (-1.9mm), R=56 ticks (1.8mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:35:01,416 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-59, R=56 (diff=-115)
2025-09-06 17:35:01,434 - INFO - 🔄 Movement: L=-60 ticks (-1.9mm), R=57 ticks (1.8mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:35:01,435 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-60, R=57 (diff=-117)
2025-09-06 17:35:01,452 - INFO - 🔄 Movement: L=-60 ticks (-1.9mm), R=59 ticks (1.9mm), Center=-0.0mm, Turn=1.4°
2025-09-06 17:35:01,453 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-60, R=59 (diff=-119)
2025-09-06 17:35:01,473 - INFO - 🔄 Movement: L=-54 ticks (-1.7mm), R=52 ticks (1.6mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:35:01,475 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-54, R=52 (diff=-106)
2025-09-06 17:35:01,500 - INFO - 🔄 Movement: L=-53 ticks (-1.7mm), R=51 ticks (1.6mm), Center=-0.0mm, Turn=1.3°
2025-09-06 17:35:01,500 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-53, R=51 (diff=-104)
2025-09-06 17:35:01,500 - INFO - 🔄 Movement: L=-19 ticks (-0.6mm), R=18 ticks (0.6mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:35:01,513 - INFO - 🔄 Movement: L=-41 ticks (-1.3mm), R=39 ticks (1.2mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:35:01,513 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-41, R=39 (diff=-80)
